CustomerNo,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_segment,RFM_score,Segment
17040.0,138,1,2315.88,4,1,2,412,7,Potential Loyalist
17041.0,27,4,10064.5,5,1,4,514,10,Loyal Customers
17042.0,3,5,10696.62,5,1,4,514,10,Loyal Customers
17043.0,33,4,12006.96,5,1,4,514,10,Loyal Customers
17044.0,9,3,5974.13,5,1,3,513,9,Loyal Customers
17045.0,114,4,1710.44,4,1,2,412,7,Potential Loyalist
17046.0,158,2,8954.08,3,1,4,314,8,Potential Loyalist
17047.0,86,3,6407.12,4,1,3,413,8,Potential Loyalist
17048.0,116,6,5434.62,4,1,3,413,8,Potential Loyalist
17049.0,3,11,29161.1,5,1,5,515,11,Loyal Customers
17050.0,97,6,19612.22,4,1,5,415,10,Loyal Customers
17051.0,195,1,2015.6299999999999,3,1,2,312,6,Potential Loyalist
17052.0,29,2,21872.07,5,1,5,515,11,Loyal Customers
17053.0,129,2,1748.94,4,1,2,412,7,Potential Loyalist
17054.0,29,7,13521.08,5,1,4,514,10,Loyal Customers
17058.0,82,3,7277.09,4,1,4,414,9,Loyal Customers
17059.0,30,5,20309.7,5,1,5,515,11,Loyal Customers
17060.0,267,1,2454.72,2,1,2,212,5,At Risk
17061.0,58,13,25921.17,5,1,5,515,11,Loyal Customers
17062.0,314,5,4677.5599999999995,1,1,3,113,5,At Risk
17063.0,9,11,7935.18,5,1,4,514,10,Loyal Customers
17064.0,59,4,4266.33,5,1,3,513,9,Loyal Customers
17068.0,13,23,23267.71,5,1,5,515,11,Loyal Customers
17069.0,29,13,16216.83,5,1,5,515,11,Loyal Customers
17070.0,115,1,1612.51,4,1,2,412,7,Potential Loyalist
17071.0,9,14,14205.23,5,1,4,514,10,Loyal Customers
17073.0,18,4,9187.94,5,1,4,514,10,Loyal Customers
17074.0,38,1,11825.83,5,1,4,514,10,Loyal Customers
17075.0,18,5,3648.02,5,1,3,513,9,Loyal Customers
17076.0,37,3,3885.92,5,1,3,513,9,Loyal Customers
17078.0,23,3,26425.94,5,1,5,515,11,Loyal Customers
17079.0,79,1,367.68,4,1,1,411,6,Potential Loyalist
17080.0,23,3,1973.7800000000002,5,1,2,512,8,Potential Loyalist
17081.0,26,2,1085.34,5,1,1,511,7,Potential Loyalist
17082.0,34,2,12430.12,5,1,4,514,10,Loyal Customers
17083.0,110,3,9290.779999999999,4,1,4,414,9,Loyal Customers
17084.0,36,2,19727.7,5,1,5,515,11,Loyal Customers
17085.0,124,6,9614.289999999999,4,1,4,414,9,Loyal Customers
17086.0,8,7,17903.75,5,1,5,515,11,Loyal Customers
17088.0,29,6,10485.44,5,1,4,514,10,Loyal Customers
17089.0,298,1,4844.64,2,1,3,213,6,Potential Loyalist
17090.0,5,10,16750.8,5,1,5,515,11,Loyal Customers
17091.0,3,10,17217.31,5,1,5,515,11,Loyal Customers
17092.0,51,5,13903.39,5,1,4,514,10,Loyal Customers
17094.0,185,3,2462.5299999999997,3,1,2,312,6,Potential Loyalist
17095.0,23,6,8883.29,5,1,4,514,10,Loyal Customers
17096.0,10,7,3825.91,5,1,3,513,9,Loyal Customers
17097.0,3,9,4432.29,5,1,3,513,9,Loyal Customers
17099.0,51,1,97.56,5,1,1,511,7,Potential Loyalist
17100.0,19,3,9264.75,5,1,4,514,10,Loyal Customers
17101.0,11,4,8454.289999999999,5,1,4,514,10,Loyal Customers
17102.0,262,1,46.64,2,1,1,211,4,At Risk
17105.0,160,2,7671.63,3,1,4,314,8,Potential Loyalist
17107.0,33,7,52469.79,5,1,5,515,11,Loyal Customers
17108.0,185,1,5886.389999999999,3,1,3,313,7,Potential Loyalist
17109.0,30,8,6749.889999999999,5,1,4,514,10,Loyal Customers
17110.0,166,1,679.86,3,1,1,311,5,At Risk
17111.0,48,1,3078.66,5,1,2,512,8,Potential Loyalist
17114.0,6,10,2645.19,5,1,2,512,8,Potential Loyalist
17115.0,9,5,3367.67,5,1,3,513,9,Loyal Customers
17116.0,339,1,18.06,1,1,1,111,3,At Risk
17117.0,289,1,816.04,2,1,1,211,4,At Risk
17118.0,318,1,1500.84,1,1,2,112,4,At Risk
17119.0,4,3,3759.42,5,1,3,513,9,Loyal Customers
17120.0,234,1,1306.1599999999999,2,1,1,211,4,At Risk
17122.0,120,1,961.64,4,1,1,411,6,Potential Loyalist
17123.0,162,2,6449.43,3,1,3,313,7,Potential Loyalist
17124.0,186,1,1623.75,3,1,2,312,6,Potential Loyalist
17125.0,51,1,3115.99,5,1,2,512,8,Potential Loyalist
17126.0,153,7,8885.01,3,1,4,314,8,Potential Loyalist
17127.0,319,2,51.5,1,1,1,111,3,At Risk
17128.0,335,1,939.8999999999999,1,1,1,111,3,At Risk
17131.0,6,5,10051.13,5,1,4,514,10,Loyal Customers
17133.0,16,8,32885.99,5,1,5,515,11,Loyal Customers
17134.0,107,2,1427.99,4,1,2,412,7,Potential Loyalist
17135.0,17,8,13136.19,5,1,4,514,10,Loyal Customers
17138.0,276,1,1681.3899999999999,2,1,2,212,5,At Risk
17139.0,16,15,52618.12,5,1,5,515,11,Loyal Customers
17140.0,248,1,3499.23,2,1,3,213,6,Potential Loyalist
17142.0,240,1,1423.72,2,1,1,211,4,At Risk
17144.0,2,2,5025.54,5,1,3,513,9,Loyal Customers
17146.0,85,4,3208.2799999999997,4,1,2,412,7,Potential Loyalist
17147.0,23,6,10663.61,5,1,4,514,10,Loyal Customers
17148.0,52,1,848.98,5,1,1,511,7,Potential Loyalist
17149.0,71,2,4286.04,5,1,3,513,9,Loyal Customers
17150.0,193,1,8077.12,3,1,4,314,8,Potential Loyalist
17152.0,195,4,6431.54,3,1,3,313,7,Potential Loyalist
17153.0,25,1,1037.41,5,1,1,511,7,Potential Loyalist
17154.0,76,1,5359.82,4,1,3,413,8,Potential Loyalist
17155.0,18,2,2738.39,5,1,2,512,8,Potential Loyalist
17157.0,8,3,1600.66,5,1,2,512,8,Potential Loyalist
17158.0,33,3,9272.689999999999,5,1,4,514,10,Loyal Customers
17159.0,22,4,12343.68,5,1,4,514,10,Loyal Customers
17160.0,32,6,27524.79,5,1,5,515,11,Loyal Customers
17162.0,29,12,11895.189999999999,5,1,4,514,10,Loyal Customers
17163.0,22,2,977.04,5,1,1,511,7,Potential Loyalist
17164.0,33,8,17839.22,5,1,5,515,11,Loyal Customers
17165.0,285,1,1187.58,2,1,1,211,4,At Risk
17166.0,39,4,1210.22,5,1,1,511,7,Potential Loyalist
17167.0,211,1,4971.96,3,1,3,313,7,Potential Loyalist
17169.0,51,4,6156.55,5,1,3,513,9,Loyal Customers
17171.0,290,1,2126.79,2,1,2,212,5,At Risk
17172.0,79,2,6681.55,4,1,4,414,9,Loyal Customers
17173.0,6,9,11142.7,5,1,4,514,10,Loyal Customers
17174.0,218,1,359.32,3,1,1,311,5,At Risk
17175.0,45,5,10331.789999999999,5,1,4,514,10,Loyal Customers
17176.0,32,2,19995.95,5,1,5,515,11,Loyal Customers
17177.0,228,2,18877.47,2,1,5,215,8,Potential Loyalist
17179.0,92,4,6390.68,4,1,3,413,8,Potential Loyalist
17180.0,57,6,7623.759999999999,5,1,4,514,10,Loyal Customers
17181.0,58,2,2715.8500000000004,5,1,2,512,8,Potential Loyalist
17183.0,8,8,14813.26,5,1,5,515,11,Loyal Customers
17185.0,109,1,54.94,4,1,1,411,6,Potential Loyalist
17186.0,47,2,2198.0,5,1,2,512,8,Potential Loyalist
17187.0,227,1,1684.93,2,1,2,212,5,At Risk
17188.0,12,9,14781.18,5,1,5,515,11,Loyal Customers
17189.0,107,2,2703.5499999999997,4,1,2,412,7,Potential Loyalist
17190.0,50,4,1858.18,5,1,2,512,8,Potential Loyalist
17191.0,29,7,14065.539999999999,5,1,4,514,10,Loyal Customers
17193.0,36,9,14405.58,5,1,5,515,11,Loyal Customers
17194.0,361,1,1380.61,1,1,1,111,3,At Risk
17197.0,30,1,2995.94,5,1,2,512,8,Potential Loyalist
17198.0,24,3,4273.43,5,1,3,513,9,Loyal Customers
17201.0,54,1,2625.58,5,1,2,512,8,Potential Loyalist
17203.0,36,6,32741.26,5,1,5,515,11,Loyal Customers
17204.0,170,10,7819.07,3,1,4,314,8,Potential Loyalist
17205.0,54,2,9472.33,5,1,4,514,10,Loyal Customers
17206.0,54,1,988.16,5,1,1,511,7,Potential Loyalist
17210.0,239,1,1537.4099999999999,2,1,2,212,5,At Risk
17211.0,27,9,16075.74,5,1,5,515,11,Loyal Customers
17212.0,239,2,2462.02,2,1,2,212,5,At Risk
17213.0,41,12,15569.66,5,1,5,515,11,Loyal Customers
17214.0,61,7,3775.89,5,1,3,513,9,Loyal Customers
17217.0,235,1,362.32,2,1,1,211,4,At Risk
17218.0,5,10,10789.92,5,1,4,514,10,Loyal Customers
17219.0,32,1,1023.12,5,1,1,511,7,Potential Loyalist
17220.0,25,14,22509.81,5,1,5,515,11,Loyal Customers
17221.0,8,2,2323.98,5,1,2,512,8,Potential Loyalist
17222.0,66,1,1587.23,5,1,2,512,8,Potential Loyalist
17223.0,311,2,1508.6000000000001,1,1,2,112,4,At Risk
17226.0,309,1,4564.79,1,1,3,113,5,At Risk
17227.0,19,6,8379.13,5,1,4,514,10,Loyal Customers
17228.0,16,8,16008.42,5,1,5,515,11,Loyal Customers
17229.0,97,2,1540.5800000000002,4,1,2,412,7,Potential Loyalist
17230.0,265,12,19240.329999999998,2,1,5,215,8,Potential Loyalist
17231.0,13,16,25358.44,5,1,5,515,11,Loyal Customers
17232.0,3,2,1286.72,5,1,1,511,7,Potential Loyalist
17233.0,36,1,1538.32,5,1,2,512,8,Potential Loyalist
17234.0,183,2,5283.24,3,1,3,313,7,Potential Loyalist
17235.0,26,2,2629.16,5,1,2,512,8,Potential Loyalist
17236.0,13,7,5520.41,5,1,3,513,9,Loyal Customers
17237.0,12,2,1216.79,5,1,1,511,7,Potential Loyalist
17238.0,3,17,19663.22,5,1,5,515,11,Loyal Customers
17239.0,313,2,1916.4,1,1,2,112,4,At Risk
17242.0,109,2,6768.46,4,1,4,414,9,Loyal Customers
17243.0,2,30,38873.24,5,1,5,515,11,Loyal Customers
17244.0,54,1,6955.96,5,1,4,514,10,Loyal Customers
17245.0,205,1,944.37,3,1,1,311,5,At Risk
17246.0,166,1,14.5,3,1,1,311,5,At Risk
17247.0,16,1,678.7900000000001,5,1,1,511,7,Potential Loyalist
17248.0,121,2,9575.01,4,1,4,414,9,Loyal Customers
17249.0,263,1,5590.46,2,1,3,213,6,Potential Loyalist
17250.0,4,2,1481.24,5,1,2,512,8,Potential Loyalist
17251.0,363,1,1383.4099999999999,1,1,1,111,3,At Risk
17252.0,117,2,2325.49,4,1,2,412,7,Potential Loyalist
17253.0,19,1,611.51,5,1,1,511,7,Potential Loyalist
17254.0,5,2,1596.47,5,1,2,512,8,Potential Loyalist
17255.0,41,2,2625.7,5,1,2,512,8,Potential Loyalist
17256.0,108,2,1685.32,4,1,2,412,7,Potential Loyalist
17259.0,149,2,4552.47,4,1,3,413,8,Potential Loyalist
17262.0,53,5,5045.55,5,1,3,513,9,Loyal Customers
17263.0,209,1,433.96,3,1,1,311,5,At Risk
17265.0,139,2,4445.66,4,1,3,413,8,Potential Loyalist
17266.0,3,3,1205.3,5,1,1,511,7,Potential Loyalist
17267.0,128,2,1932.07,4,1,2,412,7,Potential Loyalist
17268.0,108,4,9436.119999999999,4,1,4,414,9,Loyal Customers
17272.0,43,5,20402.03,5,1,5,515,11,Loyal Customers
17274.0,36,2,8267.64,5,1,4,514,10,Loyal Customers
17277.0,228,2,5498.83,2,1,3,213,6,Potential Loyalist
17278.0,242,1,2037.82,2,1,2,212,5,At Risk
17279.0,58,1,678.42,5,1,1,511,7,Potential Loyalist
17282.0,131,3,20611.54,4,1,5,415,10,Loyal Customers
17283.0,145,1,2077.87,4,1,2,412,7,Potential Loyalist
17284.0,61,7,15533.36,5,1,5,515,11,Loyal Customers
17286.0,22,2,1365.82,5,1,1,511,7,Potential Loyalist
17287.0,27,7,6773.78,5,1,4,514,10,Loyal Customers
17288.0,10,7,11049.75,5,1,4,514,10,Loyal Customers
17289.0,32,4,6112.759999999999,5,1,3,513,9,Loyal Customers
17290.0,4,2,2552.36,5,1,2,512,8,Potential Loyalist
17291.0,309,1,1302.48,1,1,1,111,3,At Risk
17293.0,9,9,12798.449999999999,5,1,4,514,10,Loyal Customers
17295.0,29,3,3478.87,5,1,3,513,9,Loyal Customers
17297.0,18,1,797.62,5,1,1,511,7,Potential Loyalist
17298.0,102,3,5228.5199999999995,4,1,3,413,8,Potential Loyalist
17299.0,12,4,7105.09,5,1,4,514,10,Loyal Customers
17301.0,22,1,1552.8500000000001,5,1,2,512,8,Potential Loyalist
17302.0,15,6,6649.89,5,1,3,513,9,Loyal Customers
17303.0,99,2,4657.63,4,1,3,413,8,Potential Loyalist
17306.0,11,21,120411.11,5,1,5,515,11,Loyal Customers
17307.0,366,1,-1632.96,1,1,1,111,3,At Risk
17308.0,43,1,86.15,5,1,1,511,7,Potential Loyalist
17309.0,96,1,505.0,4,1,1,411,6,Potential Loyalist
17310.0,43,3,7753.84,5,1,4,514,10,Loyal Customers
17311.0,79,2,11601.38,4,1,4,414,9,Loyal Customers
17312.0,139,4,4500.12,4,1,3,413,8,Potential Loyalist
17313.0,18,2,16510.63,5,1,5,515,11,Loyal Customers
17314.0,25,11,21838.74,5,1,5,515,11,Loyal Customers
17315.0,1,41,43996.549999999996,5,1,5,515,11,Loyal Customers
17316.0,165,1,845.26,3,1,1,311,5,At Risk
17317.0,47,6,13652.039999999999,5,1,4,514,10,Loyal Customers
17320.0,101,4,8484.14,4,1,4,414,9,Loyal Customers
17321.0,9,3,4871.84,5,1,3,513,9,Loyal Customers
17322.0,255,1,67.78,2,1,1,211,4,At Risk
17323.0,16,9,7858.57,5,1,4,514,10,Loyal Customers
17324.0,18,4,9434.59,5,1,4,514,10,Loyal Customers
17325.0,191,2,998.42,3,1,1,311,5,At Risk
17326.0,296,1,52.019999999999996,2,1,1,211,4,At Risk
17329.0,15,2,1398.77,5,1,1,511,7,Potential Loyalist
17330.0,23,2,1602.84,5,1,2,512,8,Potential Loyalist
17331.0,124,1,343.52,4,1,1,411,6,Potential Loyalist
17333.0,86,4,10323.02,4,1,4,414,9,Loyal Customers
17334.0,302,3,3532.92,1,1,3,113,5,At Risk
17337.0,152,7,14356.9,3,1,4,314,8,Potential Loyalist
17338.0,18,10,37663.409999999996,5,1,5,515,11,Loyal Customers
17339.0,95,2,1807.8400000000001,4,1,2,412,7,Potential Loyalist
17340.0,10,15,73086.52,5,1,5,515,11,Loyal Customers
17341.0,157,3,5184.33,3,1,3,313,7,Potential Loyalist
17343.0,356,1,772.46,1,1,1,111,3,At Risk
17344.0,47,1,827.78,5,1,1,511,7,Potential Loyalist
17345.0,16,4,3178.08,5,1,2,512,8,Potential Loyalist
17346.0,4,16,15996.55,5,1,5,515,11,Loyal Customers
17347.0,87,1,2449.44,4,1,2,412,7,Potential Loyalist
17348.0,15,5,14610.17,5,1,5,515,11,Loyal Customers
17349.0,180,1,1146.1100000000001,3,1,1,311,5,At Risk
17350.0,9,5,7549.7699999999995,5,1,4,514,10,Loyal Customers
17351.0,37,3,1760.08,5,1,2,512,8,Potential Loyalist
17353.0,130,3,7057.27,4,1,4,414,9,Loyal Customers
17354.0,51,1,11739.66,5,1,4,514,10,Loyal Customers
17355.0,338,1,10079.13,1,1,4,114,6,Potential Loyalist
17356.0,312,1,1884.1399999999999,1,1,2,112,4,At Risk
17357.0,25,2,1951.8200000000002,5,1,2,512,8,Potential Loyalist
17358.0,304,4,6413.42,1,1,3,113,5,At Risk
17359.0,12,1,996.5900000000001,5,1,1,511,7,Potential Loyalist
17360.0,18,3,3913.27,5,1,3,513,9,Loyal Customers
17361.0,50,3,2109.43,5,1,2,512,8,Potential Loyalist
17362.0,240,2,2277.58,2,1,2,212,5,At Risk
17364.0,1,12,29924.39,5,1,5,515,11,Loyal Customers
17365.0,13,8,51013.549999999996,5,1,5,515,11,Loyal Customers
17367.0,239,1,1699.02,2,1,2,212,5,At Risk
17368.0,24,9,8144.1900000000005,5,1,4,514,10,Loyal Customers
17369.0,137,1,5761.38,4,1,3,413,8,Potential Loyalist
17370.0,73,4,5991.94,5,1,3,513,9,Loyal Customers
17371.0,18,4,5630.38,5,1,3,513,9,Loyal Customers
17372.0,41,8,9026.44,5,1,4,514,10,Loyal Customers
17373.0,41,4,4701.04,5,1,3,513,9,Loyal Customers
17374.0,219,2,1379.3999999999999,3,1,1,311,5,At Risk
17375.0,191,4,4051.34,3,1,3,313,7,Potential Loyalist
17376.0,71,2,1089.75,5,1,1,511,7,Potential Loyalist
17377.0,24,21,23880.989999999998,5,1,5,515,11,Loyal Customers
17379.0,12,1,3886.6000000000004,5,1,3,513,9,Loyal Customers
17381.0,9,30,281908.66000000003,5,1,5,515,11,Loyal Customers
17382.0,66,1,297.6,5,1,1,511,7,Potential Loyalist
17383.0,5,1,925.64,5,1,1,511,7,Potential Loyalist
17384.0,20,2,1184.9099999999999,5,1,1,511,7,Potential Loyalist
17385.0,15,2,5542.39,5,1,3,513,9,Loyal Customers
17386.0,8,6,17650.06,5,1,5,515,11,Loyal Customers
17387.0,20,2,5239.83,5,1,3,513,9,Loyal Customers
17388.0,78,4,12241.470000000001,4,1,4,414,9,Loyal Customers
17389.0,1,42,96655.41,5,1,5,515,11,Loyal Customers
17391.0,25,3,15402.14,5,1,5,515,11,Loyal Customers
17392.0,307,2,3221.7999999999997,1,1,3,113,5,At Risk
17393.0,208,2,3206.24,3,1,2,312,6,Potential Loyalist
17394.0,220,1,2679.65,3,1,2,312,6,Potential Loyalist
17396.0,40,7,28031.5,5,1,5,515,11,Loyal Customers
17397.0,23,2,3260.7,5,1,3,513,9,Loyal Customers
17398.0,115,3,3846.61,4,1,3,413,8,Potential Loyalist
17400.0,127,5,13123.42,4,1,4,414,9,Loyal Customers
17401.0,22,1,14.61,5,1,1,511,7,Potential Loyalist
17402.0,5,12,9185.49,5,1,4,514,10,Loyal Customers
17403.0,37,1,1408.09,5,1,1,511,7,Potential Loyalist
17404.0,5,16,360096.48,5,1,5,515,11,Loyal Customers
17405.0,2,5,7393.73,5,1,4,514,10,Loyal Customers
17406.0,331,5,10938.16,1,1,4,114,6,Potential Loyalist
17408.0,74,2,7022.95,5,1,4,514,10,Loyal Customers
17409.0,185,2,1805.25,3,1,2,312,6,Potential Loyalist
17410.0,17,5,6855.929999999999,5,1,4,514,10,Loyal Customers
17411.0,13,4,3339.22,5,1,3,513,9,Loyal Customers
17412.0,3,7,7409.18,5,1,4,514,10,Loyal Customers
17414.0,44,2,22330.2,5,1,5,515,11,Loyal Customers
17415.0,80,1,1689.3,4,1,2,412,7,Potential Loyalist
17416.0,30,9,48047.09,5,1,5,515,11,Loyal Customers
17418.0,43,2,3375.4300000000003,5,1,3,513,9,Loyal Customers
17419.0,12,14,22830.59,5,1,5,515,11,Loyal Customers
17420.0,51,3,2351.04,5,1,2,512,8,Potential Loyalist
17422.0,17,10,22043.39,5,1,5,515,11,Loyal Customers
17423.0,46,4,4994.82,5,1,3,513,9,Loyal Customers
17425.0,20,2,4578.12,5,1,3,513,9,Loyal Customers
17426.0,5,7,33238.75,5,1,5,515,11,Loyal Customers
17427.0,72,1,451.82,5,1,1,511,7,Potential Loyalist
17428.0,1,33,99245.13,5,1,5,515,11,Loyal Customers
17429.0,121,5,7375.43,4,1,4,414,9,Loyal Customers
17430.0,33,2,2158.02,5,1,2,512,8,Potential Loyalist
17431.0,183,2,3325.25,3,1,3,313,7,Potential Loyalist
17432.0,19,2,2477.87,5,1,2,512,8,Potential Loyalist
17433.0,89,1,2146.31,4,1,2,412,7,Potential Loyalist
17434.0,3,12,64531.549999999996,5,1,5,515,11,Loyal Customers
17436.0,2,2,877.26,5,1,1,511,7,Potential Loyalist
17438.0,248,2,1412.64,2,1,1,211,4,At Risk
17440.0,148,5,2559.5899999999997,4,1,2,412,7,Potential Loyalist
17442.0,30,10,17226.89,5,1,5,515,11,Loyal Customers
17443.0,220,1,5715.36,3,1,3,313,7,Potential Loyalist
17444.0,152,2,23051.47,3,1,5,315,9,Loyal Customers
17446.0,89,3,8639.39,4,1,4,414,9,Loyal Customers
17447.0,41,2,5033.44,5,1,3,513,9,Loyal Customers
17449.0,3,9,12960.47,5,1,4,514,10,Loyal Customers
17450.0,9,49,876447.01,5,1,5,515,11,Loyal Customers
17451.0,2,10,10973.460000000001,5,1,4,514,10,Loyal Customers
17453.0,18,3,2414.67,5,1,2,512,8,Potential Loyalist
17454.0,193,4,2209.34,3,1,2,312,6,Potential Loyalist
17455.0,204,1,512.9399999999999,3,1,1,311,5,At Risk
17456.0,366,1,2531.46,1,1,2,112,4,At Risk
17457.0,127,5,10246.09,4,1,4,414,9,Loyal Customers
17458.0,16,2,1646.43,5,1,2,512,8,Potential Loyalist
17459.0,44,2,6007.98,5,1,3,513,9,Loyal Customers
17460.0,79,8,2267.67,4,1,2,412,7,Potential Loyalist
17461.0,23,3,8598.79,5,1,4,514,10,Loyal Customers
17462.0,52,3,2733.46,5,1,2,512,8,Potential Loyalist
17463.0,17,6,12005.78,5,1,4,514,10,Loyal Customers
17464.0,159,1,2552.5,3,1,2,312,6,Potential Loyalist
17466.0,11,2,2729.7200000000003,5,1,2,512,8,Potential Loyalist
17468.0,11,2,716.6,5,1,1,511,7,Potential Loyalist
17469.0,17,6,6630.55,5,1,3,513,9,Loyal Customers
17470.0,45,5,17963.37,5,1,5,515,11,Loyal Customers
17472.0,192,3,5378.33,3,1,3,313,7,Potential Loyalist
17475.0,61,2,2427.22,5,1,2,512,8,Potential Loyalist
17480.0,74,2,3962.81,5,1,3,513,9,Loyal Customers
17481.0,4,5,10062.34,5,1,4,514,10,Loyal Customers
17483.0,66,3,2381.72,5,1,2,512,8,Potential Loyalist
17486.0,262,1,2364.34,2,1,2,212,5,At Risk
17489.0,59,3,5457.99,5,1,3,513,9,Loyal Customers
17490.0,1,11,12716.73,5,1,4,514,10,Loyal Customers
17491.0,2,11,20709.46,5,1,5,515,11,Loyal Customers
17492.0,249,1,1972.54,2,1,2,212,5,At Risk
17493.0,215,2,4943.05,3,1,3,313,7,Potential Loyalist
17495.0,8,3,2339.95,5,1,2,512,8,Potential Loyalist
17496.0,359,1,1087.48,1,1,1,111,3,At Risk
17497.0,1,2,16965.09,5,1,5,515,11,Loyal Customers
17498.0,76,1,4316.72,4,1,3,413,8,Potential Loyalist
17499.0,155,2,14661.88,3,1,5,315,9,Loyal Customers
17500.0,18,4,2472.48,5,1,2,512,8,Potential Loyalist
17501.0,221,2,1935.53,3,1,2,312,6,Potential Loyalist
17502.0,10,6,15611.6,5,1,5,515,11,Loyal Customers
17503.0,3,2,4215.7300000000005,5,1,3,513,9,Loyal Customers
17504.0,207,10,17738.25,3,1,5,315,9,Loyal Customers
17505.0,162,2,6872.78,3,1,4,314,8,Potential Loyalist
17506.0,71,2,1695.53,5,1,2,512,8,Potential Loyalist
17507.0,262,2,4299.85,2,1,3,213,6,Potential Loyalist
17508.0,6,3,13280.47,5,1,4,514,10,Loyal Customers
17509.0,58,11,42173.68,5,1,5,515,11,Loyal Customers
17510.0,25,1,2509.46,5,1,2,512,8,Potential Loyalist
17511.0,3,45,627685.41,5,1,5,515,11,Loyal Customers
17512.0,29,12,34988.39,5,1,5,515,11,Loyal Customers
17513.0,73,2,7071.12,5,1,4,514,10,Loyal Customers
17514.0,129,1,1473.66,4,1,2,412,7,Potential Loyalist
17515.0,32,6,3842.67,5,1,3,513,9,Loyal Customers
17516.0,16,7,5222.47,5,1,3,513,9,Loyal Customers
17517.0,309,1,1203.22,1,1,1,111,3,At Risk
17519.0,18,7,14522.92,5,1,5,515,11,Loyal Customers
17520.0,54,2,8887.34,5,1,4,514,10,Loyal Customers
17521.0,6,5,6055.16,5,1,3,513,9,Loyal Customers
17522.0,2,6,16375.62,5,1,5,515,11,Loyal Customers
17523.0,12,4,7216.9800000000005,5,1,4,514,10,Loyal Customers
17524.0,362,1,1070.99,1,1,1,111,3,At Risk
17525.0,360,1,1273.9,1,1,1,111,3,At Risk
17526.0,2,9,3520.17,5,1,3,513,9,Loyal Customers
17527.0,54,6,5656.54,5,1,3,513,9,Loyal Customers
17528.0,2,11,22169.44,5,1,5,515,11,Loyal Customers
17530.0,2,11,19516.93,5,1,5,515,11,Loyal Customers
17531.0,191,1,1698.08,3,1,2,312,6,Potential Loyalist
17534.0,54,1,1284.56,5,1,1,511,7,Potential Loyalist
17535.0,281,1,1562.3799999999999,2,1,2,212,5,At Risk
17536.0,178,2,4629.71,3,1,3,313,7,Potential Loyalist
17537.0,6,3,8173.11,5,1,4,514,10,Loyal Customers
17538.0,26,2,1485.32,5,1,2,512,8,Potential Loyalist
17539.0,207,1,445.88,3,1,1,311,5,At Risk
17540.0,9,4,3812.42,5,1,3,513,9,Loyal Customers
17541.0,235,1,5047.29,2,1,3,213,6,Potential Loyalist
17542.0,270,1,1548.39,2,1,2,212,5,At Risk
17544.0,374,1,17340.32,1,1,5,115,7,Potential Loyalist
17545.0,44,4,4195.75,5,1,3,513,9,Loyal Customers
17546.0,199,1,1165.72,3,1,1,311,5,At Risk
17547.0,373,1,-53.08,1,1,1,111,3,At Risk
17548.0,218,3,-1498.2,3,1,1,311,5,At Risk
17549.0,24,3,5922.96,5,1,3,513,9,Loyal Customers
17550.0,198,3,1155.2,3,1,1,311,5,At Risk
17551.0,360,1,1752.99,1,1,2,112,4,At Risk
17552.0,61,5,7958.38,5,1,4,514,10,Loyal Customers
17553.0,130,1,12265.36,4,1,4,414,9,Loyal Customers
17554.0,2,6,27716.96,5,1,5,515,11,Loyal Customers
17555.0,20,2,3985.41,5,1,3,513,9,Loyal Customers
17556.0,206,2,2611.17,3,1,2,312,6,Potential Loyalist
17557.0,15,3,3099.53,5,1,2,512,8,Potential Loyalist
17558.0,374,1,153.5,1,1,1,111,3,At Risk
17560.0,95,5,7193.36,4,1,4,414,9,Loyal Customers
17561.0,20,1,1620.84,5,1,2,512,8,Potential Loyalist
17562.0,15,8,8111.78,5,1,4,514,10,Loyal Customers
17564.0,25,3,1961.61,5,1,2,512,8,Potential Loyalist
17566.0,9,2,4587.52,5,1,3,513,9,Loyal Customers
17567.0,8,10,27069.09,5,1,5,515,11,Loyal Customers
17569.0,333,1,1982.37,1,1,2,112,4,At Risk
17571.0,51,4,10278.51,5,1,4,514,10,Loyal Customers
17572.0,72,4,1206.16,5,1,1,511,7,Potential Loyalist
17573.0,30,4,3467.65,5,1,3,513,9,Loyal Customers
17574.0,243,1,917.59,2,1,1,211,4,At Risk
17576.0,9,22,22385.44,5,1,5,515,11,Loyal Customers
17578.0,191,2,1050.3600000000001,3,1,1,311,5,At Risk
17579.0,5,4,2508.46,5,1,2,512,8,Potential Loyalist
17580.0,253,3,1109.76,2,1,1,211,4,At Risk
17581.0,1,31,55229.61,5,1,5,515,11,Loyal Customers
17582.0,237,1,1440.3799999999999,2,1,2,212,5,At Risk
17584.0,8,3,4520.31,5,1,3,513,9,Loyal Customers
17585.0,110,4,18031.01,4,1,5,415,10,Loyal Customers
17588.0,101,4,8212.83,4,1,4,414,9,Loyal Customers
17589.0,61,4,17867.77,5,1,5,515,11,Loyal Customers
17590.0,3,3,8858.85,5,1,4,514,10,Loyal Customers
17591.0,74,8,12474.86,5,1,4,514,10,Loyal Customers
17593.0,4,6,31305.36,5,1,5,515,11,Loyal Customers
17594.0,86,3,4619.19,4,1,3,413,8,Potential Loyalist
17595.0,13,3,1948.76,5,1,2,512,8,Potential Loyalist
17596.0,24,8,50524.19,5,1,5,515,11,Loyal Customers
17597.0,214,1,13911.12,3,1,4,314,8,Potential Loyalist
